# Gray-zone verdicts for pack-en-it — external LLM judge campaign, 2026-07-29.
# Judged by Claude (Fable 5): three parallel judges over the fabrication report
# worksheet (form, masking cost, distance-1 French base neighbors with
# frequencies), merged by the supervising judge (notes marked "arbitrated").
# Rubric: this pack is protection-only under a French primary lexicon, so an
# admitted form is merely never auto-corrected. Admit real English computing
# vocabulary a French user plausibly types, when neighbors and masking cost make
# an accidental slip toward it implausible; exclude Wiktionary noise, never-typed
# coinages, and any form one plausible slip from a French word that must stay
# correctable; uncertainty resolves to exclude.
# form<TAB>admit|exclude<TAB>note
atapi	exclude	legacy hardware acronym typed uppercase
atom	exclude	atome one deletion away and very common in French
atoms	exclude	family with atom; atomes one deletion away
attachment	exclude	French uses pièce jointe; attachement one insertion away
attachments	exclude	French writes pièces jointes; attachements nearby
attribute	exclude	French attribut one spurious-e away, a frequent IT word
attributes	exclude	attributs one deletion away and common in French
auths	exclude	marginal shorthand plural, not established
avatara	exclude	nonce/foreign form
avd	exclude	niche Android tooling acronym typed uppercase
b-tard	exclude	censored slang artifact, not vocabulary
barfs	exclude	hacker slang, never typed in French prose
baseline	admit	genuine term typed in French (la baseline); neighbors weak
batches	admit	genuine batch-processing and ML term; French neighbors need multiple edits
bbses	exclude	obsolete acronym plural, essentially never typed
bbss	exclude	table debris, not a word
bcp	exclude	ambiguous business acronym
beacon	admit	genuine BLE and networking term; reaching it from bacon needs an implausible insertion
beast	exclude	not computing vocabulary
beds	exclude	not computing vocabulary
beep	exclude	generic English onomatopoeia
bfi	exclude	nonce acronym
bgp	admit	core routing protocol typed lowercase in configs; neighbors negligible
bilerp	exclude	niche graphics jargon, essentially never typed
binder	exclude	marginal English noun; the Android component is capitalized
binds	admit	genuine dev term (key binds); bonds i/o substitution not adjacent
bioses	exclude	awkward acronym plural, essentially never typed
birt	exclude	niche Eclipse project acronym typed uppercase
biters	exclude	nonce/junk plural
bitness	exclude	niche term rarely typed in French prose
bixie	exclude	nonce coinage
blackout	exclude	generic English noun, not IT vocabulary
blade	admit	genuine hardware and cloud UI term (blade server); no plausible French slip
blades	admit	family with blade; genuine hardware plural
blest	exclude	archaic form debris
blips	exclude	generic English plural, not IT vocabulary
blls	exclude	table debris, not a word
blocke	exclude	archaic/junk spelling, must stay correctable
blogs	admit	daily vocabulary; blocs c-to-g substitution implausible
blort	exclude	nonce coinage
bmp	admit	core image format typed lowercase as an extension; neighbors negligible
bofa	exclude	junk acronym
bofh	exclude	culture-reference acronym, not vocabulary
bogon	exclude	hacker-lore jargon
bogus	exclude	generic English adjective, not IT vocabulary
bools	admit	genuine dev plural; bols is low-frequency and the doubling slip is unlikely
booter	admit	established boot verb in French dev speech too; bouter o/u substitution not adjacent
borders	exclude	generic English plural, not distinctive IT vocabulary
borkage	exclude	joke coinage, never typed
botnet	admit	established security term; bonnet n-to-t substitution implausible, disjoint contexts
botnets	admit	genuine security term; bonnets slip n-to-t not adjacent
botty	exclude	nonce/junk string
boxen	exclude	Anglo hacker-jargon plural, essentially never typed by a French user
braunch	exclude	nonce misspelling
brent	exclude	proper name, not lowercase IT vocabulary
bridg	exclude	truncated scanno, not a word
bridged	exclude	generic English participle, not distinctive IT vocabulary
brig	exclude	not IT vocabulary, generic English noun
brigge	exclude	junk string
brogrammer	exclude	joke coinage, never typed
broke	exclude	generic English past tense, not IT vocabulary
brouters	exclude	obsolete networking coinage, never typed
browse	exclude	French prose uses naviguer; high cost
browser	admit	daily term typed in French dev prose; French neighbors weak
browses	exclude	marginal English verb form
bsp	exclude	ambiguous niche acronym typed uppercase
btses	exclude	acronym-plural debris
btss	exclude	table debris, not a word
buffers	admit	daily dev term typed in French (les buffers); neighbors weak
bugg	exclude	misspelling of bug, must stay correctable
burgir	exclude	nonce/junk string, not vocabulary
burned	exclude	generic English participle, not distinctive IT vocabulary
burner	exclude	generic English noun, weak as IT vocabulary
burners	exclude	generic English plural, aligned with burner
burnest	exclude	archaic second-person form
burns	exclude	generic plural; French bruns one transposition away
burnt	exclude	generic English participle, not IT vocabulary
bustles	exclude	not computing vocabulary
byok	exclude	niche marketing acronym typed uppercase
byter	exclude	nonce coinage, never typed
cadd	exclude	nonce acronym
caddr	exclude	Lisp-only function name
called	exclude	generic English participle, not distinctive IT vocabulary
callee	admit	genuine CS term (caller/callee); no French neighbor of this shape
calls	exclude	generic English plural, not distinctive IT vocabulary
canaries	admit	standard plural (canary releases, stack canaries), aligned with canary
canary	admit	established deployment term (canary release); canari y/i not a keyboard slip
caption	exclude	French prose says légende; high cost
carboned	exclude	nonce participle, never typed
carbons	exclude	French carbones one dropped-e away; not IT vocabulary either
cards	exclude	generic plural; cars one d-deletion away
caricatura	exclude	foreign-language debris
carousel	exclude	also the common misspelling of French carrousel, must stay correctable
carries	exclude	generic English verb form, not IT vocabulary
casing	exclude	marginal in French prose at high cost
casings	exclude	marginal English plural
castable	exclude	unestablished coinage
casted	exclude	nonstandard English past tense, weak as protected vocabulary
casts	admit	real dev speech; fr precedent admits at same cost
catches	exclude	French caches one t-deletion away, and caches is itself IT vocabulary
catting	exclude	jargon gerund of a command name
ccrs	exclude	acronym-plural debris
cdrs	exclude	acronym-plural debris
censour	exclude	misspelling, must stay correctable
certificate	exclude	certificat one deletion away and common in French
certificates	exclude	certificats one deletion away and common in French
channel	admit	core IT term (Go channels, IRC channels); charnel n/r substitution not adjacent
chatters	exclude	generic English verb form, not IT vocabulary
chattier	exclude	comparative debris; frequent chantier one substitution away
child	exclude	generic English noun despite the child-process sense
chill	exclude	generic English word, not IT vocabulary
chopped	exclude	generic English participle, not IT vocabulary
chopping	exclude	generic English gerund, not IT vocabulary
chords	exclude	marginal input jargon, generic English otherwise
chuis	exclude	French colloquial contraction, not English IT vocabulary
cipa	exclude	legal acronym, not computing vocabulary
cisa	exclude	organization/certification acronym typed uppercase
cisc	exclude	architecture acronym written uppercase in prose
cldc	exclude	obsolete Java ME acronym typed uppercase
cleans	exclude	generic English verb form, not IT vocabulary
clear	exclude	generic English word; command sense too weak to justify protection
clock	exclude	French writes horloge; weak necessity
cloners	exclude	marginal plural, not established IT vocabulary
closest	exclude	ordinary English superlative, not IT
clouds	exclude	French uses le cloud singular; clous one plausible d-insertion away
clowd	exclude	misspelling of cloud, must stay correctable
cluis	exclude	nonce/junk string
cmd	admit	core Windows term typed lowercase daily; neighbors are negligible
cmses	exclude	awkward acronym plural, essentially never typed
codecs	admit	core IT plural typed daily; codes needs an implausible c insertion
coders	exclude	English plural rarely typed in French prose
cognos	exclude	product name, not vocabulary
commented	exclude	French writes commenté; must stay correctable
comparand	exclude	niche API jargon, essentially never typed
compiles	admit	legitimate inflection typed daily; complies below threshold
complement	exclude	French complement with the accent dropped, must stay correctable
complements	exclude	accent-stripped French compléments, must remain correctable
comprehension	exclude	French comprehension with the accent dropped, must stay correctable
compress	exclude	compresse one deletion away, common French verb form
compressed	exclude	French writes compressé; must stay correctable
configs	admit	daily dev plural; confits is low-frequency and g/t only vertically adjacent
connector	exclude	French prose says connecteur
conneg	exclude	niche HTTP jargon abbreviation, essentially never typed
conses	exclude	Lisp-only jargon plural at high cost
contexts	exclude	French contextes one dropped-e away, must stay correctable
continuations	admit	valid plural, genuine CS term
converged	exclude	generic English participle, not distinctive IT vocabulary
converges	exclude	generic English verb form, not distinctive IT vocabulary
converter	exclude	French writes convertisseur; converser one substitution away
convertor	exclude	nonstandard variant spelling, converter is the typed form
cookied	exclude	nonce participle, never typed
copiers	exclude	weak as IT vocabulary; French copier one trailing-s away
coppie	exclude	scanno; French copie one plausible letter-doubling away
copy	admit	core IT verb and command typed daily; French copie is two edits away
coro	exclude	unestablished slang truncation of coroutine
corum	exclude	misspelling of quorum, must remain correctable
counter	exclude	French writes compteur; conter one deletion away
couriers	exclude	French courriers one dropped-r away, must stay correctable
cpq	exclude	nonce acronym
cpses	exclude	acronym-plural debris
cpython	admit	established implementation name typed lowercase; neighbors negligible
cqrs	exclude	niche architecture acronym rarely typed lowercase; cars one adjacent a/q slip away
crano	exclude	nonce/junk string
cranos	exclude	nonce plural
crashy	exclude	nonce adjective, never typed
cred	exclude	arbitrated: family split from creds; the bare clipping lives outside computing (street cred) while the plural is the established dev shorthand
creds	admit	real dev slang for credentials; French neighbors weak
crunch	exclude	generic English verb, not distinctive IT vocabulary
csma	exclude	protocol acronym, uppercase only
csrs	exclude	acronym-plural debris
ctal	exclude	nonce string
cuda	admit	established GPU platform name typed lowercase in code; neighbors negligible
cuts	exclude	generic plural; cuit/buts nearby
cutted	exclude	nonstandard past tense, must stay correctable
cutten	exclude	junk inflection, not a word
cycler	exclude	marginal coinage, not established IT vocabulary
cyclers	exclude	nonce plural
cylinder	exclude	French cylindre one classic final-transposition away, must stay correctable
cylinders	exclude	French cylindres one final-transposition away, aligned with cylinder
dasd	exclude	mainframe acronym effectively never typed
dasds	exclude	mainframe acronym plural, never typed
dash	admit	genuine shell and streaming term (dash, MPEG-DASH); neighbors need non-adjacent slips
dbals	exclude	acronym-plural debris
dbc	exclude	obscure acronym, uppercase if ever
dbcs	exclude	legacy charset acronym typed uppercase
dbi	exclude	niche Perl module acronym typed uppercase
dcb	exclude	nonce acronym
dcim	exclude	folder name written uppercase
dcing	exclude	slang artifact, not a word
dcts	exclude	acronym-plural debris
ddoses	exclude	awkward inflection, essentially never typed
ddses	exclude	table debris, not a word
decks	exclude	weak as French IT vocabulary
declaration	exclude	French declaration with the accent dropped, must stay correctable
declarations	exclude	accent-stripped French déclarations, must remain correctable
declare	exclude	French declare with the accent dropped, a very common verb form that must stay correctable
defines	admit	genuine C preprocessor noun typed in prose; French neighbors need two edits
definition	exclude	French definition with the accent dropped, must stay correctable
delouse	exclude	joke debugging coinage, never typed
delouses	exclude	joke coinage inflection, never typed
demos	exclude	French demos with the accent dropped, must stay correctable
deop	exclude	IRC jargon, essentially never typed
depin	exclude	crypto coinage, essentially never typed
depins	exclude	nonce coinage plural
destroyed	exclude	generic English participle, not IT vocabulary
deviants	exclude	accent-stripped French déviants, must remain correctable
dhts	exclude	acronym-plural debris
diagnostick	exclude	misspelling/nonce, must stay correctable
dialect	exclude	dialecte one deletion away and common in French
dialects	exclude	dialectes one deletion away and common in French
dicts	admit	genuine Python vocabulary; c-insertion toward dits implausible
diffs	admit	daily dev term; diffus u-deletion slip possible but neighbor low and contexts disjoint
dink	exclude	not computing vocabulary
disables	exclude	generic English verb form, not distinctive IT vocabulary
discette	exclude	misspelling of disquette, must remain correctable
discord	admit	widely typed platform name; discorde deletion risk is negligible at this mass
distribucion	exclude	foreign/misspelled form, must stay correctable
distro	admit	very common Linux term; bistro d/b substitution not adjacent, disjoint contexts
dkim	admit	standard email-auth term typed by admins; daim slip a-to-k implausible
dled	exclude	junk abbreviation, never typed
dling	exclude	slang artifact, not a word
dlts	exclude	acronym-plural debris
dmarc	admit	standard email-auth term typed lowercase in DNS records; neighbors negligible
dmas	exclude	acronym plural typed uppercase if ever
dmca	exclude	legal acronym written uppercase in practice
dmers	exclude	social-media nonce plural
dming	exclude	social-media slang artifact, not a word
docos	exclude	regional slang, never typed in French prose
dominate	exclude	generic English verb, not distinctive IT vocabulary
doore	exclude	junk string
dosed	exclude	generic English participle, not distinctive IT vocabulary; sits in the doser/dose family
dpc	exclude	obscure Windows acronym, uppercase if ever, high masking
dpcs	exclude	acronym-plural debris
dpi	admit	standard resolution unit typed often; epi and pi low with implausible slips
drf	exclude	nonce acronym
drfs	exclude	acronym-plural debris
dsses	exclude	table debris, not a word
dtb	exclude	niche embedded acronym typed uppercase
dvcs	exclude	acronym typed uppercase, not lowercase vocabulary
dweb	exclude	niche coinage, essentially never typed
dwim	exclude	obscure hacker acronym, never typed
e-crime	exclude	hyphenated press coinage, essentially never typed
eaps	exclude	acronym-plural debris
ebit	exclude	finance acronym, not IT
eboy	exclude	social slang, not IT
echos	exclude	French echos with the accent dropped, must stay correctable
ecm	exclude	enterprise acronym typed uppercase
eda	exclude	ambiguous acronym typed uppercase
edits	exclude	generic English plural, not distinctive IT vocabulary
eef	exclude	nonce acronym
eff	exclude	organization acronym, not vocabulary
efi	admit	standard firmware term typed lowercase in paths; neighbors negligible
egd	exclude	nonce acronym
egg	exclude	legacy Python packaging term, essentially never typed today
egirl	exclude	social slang, not IT
eia	exclude	standards-body acronym, uppercase
eib	exclude	junk acronym
eisa	exclude	obsolete bus acronym typed uppercase
elaboration	exclude	French elaboration with the accent dropped, must stay correctable
emac	exclude	truncation artifact; emacs is the real form
email	admit	daily vocabulary; fr precedent admits at same cost
emm	exclude	nonce acronym
emulation	exclude	French emulation with the accent dropped, must stay correctable
encantation	exclude	misspelling of incantation, must stay correctable
enclude	exclude	misspelling of include, must stay correctable
engine	exclude	French says moteur; engin one deletion away and common
engines	exclude	French engins one e-deletion away; same family as engine
enregister	exclude	French enregistrer one dropped-r away, a plain misspelling that must stay correctable
entries	exclude	collides with accent-stripped French entrées
eof	admit	standard marker typed lowercase in dev prose; neighbors weak
epic	admit	daily agile vocabulary in French teams; reaching it from pic needs a leading insertion
epilogue	exclude	French epilogue with the accent dropped, must stay correctable
epocha	exclude	archaic form
erase	exclude	French says effacer; rase one insertion away
eraser	exclude	generic English noun, weak as IT vocabulary
erases	exclude	marginal English verb form
ercs	exclude	acronym-plural debris
eres	exclude	junk string
erm	exclude	filler word, not computing vocabulary
erps	exclude	enterprise acronym plural typed uppercase
error	admit	typed constantly in French dev prose (log levels); erreur two edits away
escapes	exclude	generic English plural, not distinctive IT vocabulary
escs	exclude	marginal key-name plural, essentially never typed
estate	exclude	not computing vocabulary
eval	admit	daily dev term; aval e/a substitution not adjacent, contexts disjoint
evaluation	exclude	French evaluation with the accent dropped, must stay correctable
events	admit	core dev term; French event forms are rare and neighbors need multiple edits
evil	exclude	generic English adjective, not computing vocabulary
eviller	exclude	nonce coinage resembling a French verb
evp	exclude	nonce acronym
execute	exclude	French execute with the accent dropped, a common verb form that must stay correctable
executions	exclude	French executions with the accent dropped, must stay correctable
exes	exclude	marginal plural of a file extension; axes nearby
exits	exclude	generic English plural, not distinctive IT vocabulary
expired	exclude	French writes expiré; must stay correctable
expires	exclude	identical to a French verb form that must stay correctable
explode	exclude	French explose one adjacent d/s AZERTY slip away, must stay correctable
explorers	exclude	trailing-s slip on the French verb explorer
exposed	exclude	ordinary English past tense; exposé/exposer family nearby
exposest	exclude	archaic second-person form
exspire	exclude	misspelling of expire, must stay correctable
extern	admit	core C keyword typed in code; externe deletion risk is low at this mass
externs	exclude	arbitrated: family split from extern; same externe-minus-e fault class but the plural is essentially never typed, so protection buys nothing
facades	exclude	French facades with the cedilla dropped, must stay correctable
facets	exclude	French faces one t-deletion away
fanin	exclude	unhyphenated niche EE term, essentially never typed
fanins	exclude	niche EE term plural, aligned with fanin
fark	exclude	nonce meme derivation
farking	exclude	euphemism slang, not IT
farks	exclude	nonce meme derivation
farms	exclude	generic English plural, not distinctive IT vocabulary
faster	exclude	ordinary English comparative, not IT
fastest	exclude	ordinary English superlative, not IT
fatter	exclude	comparative debris
favourite	exclude	generic English word, not computing-specific
favourites	exclude	generic English word, not computing-specific
fcm	exclude	product acronym, uppercase only
fdts	exclude	acronym-plural debris
feat	admit	conventional-commit prefix typed daily; French neighbors need two edits
feats	exclude	English plural not used as IT vocabulary
feds	exclude	not computing vocabulary
feed	admit	daily term (le feed, RSS) typed in French; neighbors weak
fences	exclude	rarely typed in French prose despite the memory-model sense
feps	exclude	acronym-plural debris
fibers	exclude	French fibres one classic er/re transposition away, must stay correctable
fifo	admit	standard CS term; fifi is informal and slip risk acceptable
figlets	exclude	nonce tool jargon
finalise	admit	common verb inflection typed daily and identical to the French form; neighbors same lemma family
finger	exclude	obsolete protocol colliding with a common English noun
fioa	exclude	nonce string
fioas	exclude	junk acronym plural
fixity	exclude	niche preservation jargon effectively never typed in French
fixmes	exclude	niche plural of a code marker, high cost
fixture	admit	standard testing term in French dev prose; mixture m/f substitution not adjacent
flags	admit	daily dev term; all neighbors low-frequency
flamer	exclude	dated slang verb; flamber one plausible b-deletion away
flap	exclude	marginal networking shorthand, weak as standalone vocabulary
flaps	exclude	marginal networking jargon plural
flashed	exclude	French writes flashé; must stay correctable
flashers	exclude	marginal plural, not established IT vocabulary
flatten	admit	genuine dev verb (flatten an array); flattent is a low-frequency verb form
flipped	exclude	ordinary English past tense, not IT
flippy	exclude	nonce adjective, never typed
flist	exclude	nonce clipping
flists	exclude	junk plural, not a word
floats	admit	core dev type name typed in French code prose; flots a-insertion implausible
floss	exclude	FLOSS never typed lowercase in French prose; dental-floss reading dominates
floud	exclude	nonce/junk string
flows	admit	core English IT term (control flow, data flows); flots/flous need non-adjacent w substitutions
fluent	exclude	weak as IT term in French prose
flushes	exclude	generic English verb form, not distinctive IT vocabulary
fmts	exclude	junk abbreviation plural
fmx	exclude	nonce acronym
folden	exclude	junk string
folder	exclude	French writes dossier; weak necessity against French neighbors
folds	exclude	marginal FP term in French prose; fonds/soldes neighbors
forest	exclude	generic English noun despite the Active Directory sense
formals	exclude	niche compiler jargon, essentially never typed
fossers	exclude	nonce slang plural, never typed
fossie	exclude	slang nonce, never typed
fossies	exclude	slang nonce plural, never typed
fpse	exclude	junk acronym
framer	exclude	not established IT vocabulary; the tool name is capitalized
frames	admit	core dev vocabulary (stack and video frames); trames f/t only diagonally adjacent, contexts disjoint
frd	exclude	nonce acronym
free	admit	core C function name and free-software term; neighbors negligible
freeze	exclude	French writes gel/gelé; weak necessity
freezers	exclude	generic English plural, not IT vocabulary
freezes	exclude	marginal English verb form
frem	exclude	nonce string
fren	exclude	imageboard slang, not IT
frob	exclude	obscure hacker jargon, never typed
fugma	exclude	joke coinage
func	admit	core keyword shorthand typed daily in Go and Python; neighbors negligible
functions	exclude	French fonctions one u/o slip away, the classic anglicism error
furni	exclude	nonce/junk string
furnis	exclude	nonce clipping plural
fusker	exclude	obscure internet jargon, never typed
g-g	exclude	hyphenated table debris
gadt	exclude	niche FP acronym typed uppercase
gaian	exclude	not computing vocabulary
gaians	exclude	junk plural, not IT vocabulary
galleries	exclude	the classic doubled-l confusion with French galeries, must stay correctable
gaol	exclude	archaic spelling, not IT
gaters	exclude	nonce agent plural
gauffre	exclude	doubled-f misspelling of French gaufre, must stay correctable
gbit	admit	standard unit abbreviation typed in tech prose, aligned with kbit
gbs	exclude	marginal unit plural, uppercase in practice
gcs	exclude	ambiguous acronym plural
gdal	exclude	niche geospatial library acronym written uppercase
gef	exclude	nonce acronym
gegl	exclude	niche library acronym, essentially never typed
gem	exclude	Ruby-only jargon, three letters with dense French neighborhood
gfm	exclude	niche markdown acronym typed uppercase
gfs	exclude	niche filesystem acronym typed uppercase
gfu	exclude	nonce acronym
ggg	exclude	nonce string
ggs	exclude	gaming interjection debris, not vocabulary
ghit	exclude	nonce string
gibit	exclude	niche binary-prefix unit, essentially never typed
gibps	exclude	niche unit abbreviation, never typed
gids	admit	standard Unix admin plural typed lowercase; neighbors negligible
gifs	admit	daily vocabulary; vifs substitution implausible, contexts disjoint
gigo	exclude	jokey acronym, essentially never typed
gigs	exclude	marginal slang plural, weak as IT vocabulary
gilt	exclude	not computing vocabulary
glob	exclude	globe one deletion away and common in French
globals	exclude	globales one deletion away and common in French
globs	exclude	French globes one dropped-e away, a plausible slip
gml	exclude	niche markup acronym typed uppercase
gods	exclude	not computing vocabulary
golfed	exclude	code-golf slang past tense
golfer	exclude	code-golf slang, marginal
gotos	exclude	marginal plural of a keyword, essentially never typed in French prose
gould	exclude	proper-noun debris
gpl	admit	license name typed lowercase daily in file headers; neighbors negligible
gpm	exclude	nonce acronym
gps	admit	daily term genuinely typed lowercase in French
gpt	admit	standard partition-table and model-family name typed lowercase; neighbors negligible
greek	exclude	marginal typography jargon, and lowercase proper adjective otherwise
greps	exclude	marginal noun plural at high cost
grilf	exclude	deliberate misspelling meme
grilfs	exclude	deliberate misspelling meme
groil	exclude	nonce string
groop	exclude	deliberate misspelling of group, must stay correctable
groul	exclude	nonce/junk string
gsl	exclude	niche library acronym typed uppercase
gtg	exclude	chat slang acronym
gtgs	exclude	chat slang plural
gtld	admit	genuine DNS-industry term; gold slip o-to-t not adjacent and contexts disjoint
gung-fu	exclude	joke coinage
gwt	exclude	obsolete toolkit acronym typed uppercase
hacks	admit	daily IT vocabulary; all neighbors low-frequency
halants	exclude	junk string
hamr	exclude	niche storage acronym typed uppercase
harden	exclude	English security verb; French prose says durcir
hardens	exclude	marginal English verb form
hash	admit	daily IT term; fr precedent admits at same cost
hashes	admit	genuine dev plural; haches s/c substitution not adjacent and contexts disjoint
hauler	exclude	not computing vocabulary
hazards	exclude	French hasards one adjacent z/s AZERTY slip away, must stay correctable
header	admit	daily dev term in French prose; no plausible French neighbor
headers	admit	family with header; daily dev plural in French prose
heap	admit	core CS term typed in French (le heap); neighbors weak
help	admit	typed daily as a command/flag in French dev prose; masking low
hibp	exclude	niche service acronym typed uppercase
hids	exclude	ambiguous niche acronym plural typed uppercase
hivernate	exclude	misspelling blending hiberner and Hibernate, must stay correctable
hkt	exclude	niche type-theory abbreviation typed uppercase
hmas	exclude	acronym-plural debris
hoast	exclude	misspelling of host, must stay correctable
holes	exclude	generic English plural, not IT vocabulary
hook	admit	core dev term (git hooks, React hooks); look h/l substitution not adjacent
hooks	admit	family with hook; git hooks typed daily
host	admit	core IT term typed daily in French prose; neighbors are negligible
hostee	exclude	nonce coinage, never typed
hoster	exclude	unestablished agent noun
hosters	exclude	unestablished coinage plural
hosts	admit	family with host; /etc/hosts typed daily, neighbors weak
hotkey	admit	genuine term typed in French; no French neighbor of this shape
hovers	exclude	generic English verb form, not distinctive IT vocabulary
hpc	exclude	computing-field acronym typed uppercase
hpus	exclude	acronym-plural debris
hung	exclude	generic English participle, not distinctive IT vocabulary
hunk	admit	genuine diff/patch term; no common French word one plausible slip away
hunks	admit	standard plural, aligned with hunk
hybrid	exclude	hybride one deletion away and common in French
hybrids	exclude	hybrides one deletion away and common in French
hygiene	exclude	French hygiene with the accent dropped, must stay correctable
hystorie	exclude	archaic/junk spelling, must stay correctable
ianas	exclude	organization-acronym plural debris
iaps	exclude	acronym-plural debris
iax	exclude	niche VoIP acronym typed uppercase
idek	exclude	chat slang acronym
identifiers	exclude	French writes identifiants; trailing-s slip on the common verb identifier
idm	exclude	ambiguous acronym typed uppercase
idns	exclude	niche acronym plural typed uppercase
idts	exclude	acronym-plural debris
ifc	exclude	niche BIM format acronym typed uppercase
ihv	exclude	niche industry acronym typed uppercase
imap	admit	core protocol name commonly typed lowercase; imam p/m substitution not adjacent
immortal	exclude	generic English adjective, not IT vocabulary
immortals	exclude	generic English plural, not IT vocabulary
immutable	admit	common dev anglicism; immuable is low-frequency and both forms are legitimate
implode	exclude	implose one substitution away, common French verb
in-line	exclude	rarely-typed hyphenated variant; inline is the form devs write
include	admit	core dev keyword typed daily; reaching it from inclue needs an implausible d insertion
incomplete	exclude	French incomplete with the accent dropped, must stay correctable
indirected	exclude	nonce participle, never typed
initiable	exclude	nonce adjective, never typed
inject	exclude	injecte one deletion away, common French verb form
injected	exclude	generic English past participle
injects	exclude	French injectes one e-omission away; same family as inject
inline	admit	daily dev term; incline is low-frequency and the context is disjoint
inode	admit	core Unix filesystem term; inonde is a low-frequency verb form
insn	exclude	niche toolchain abbreviation, essentially never typed
inspector	exclude	generic English agent noun; French inspecteur nearby
instaunce	exclude	archaic spelling debris
intelligenter	exclude	Wiktionary comparative debris; French intelligente one r-deletion away
intelligentest	exclude	superlative debris
interceptor	admit	genuine framework term (Angular/HTTP interceptors) typed in French
intern	exclude	French interne one dropped-final-e away, must stay correctable
internaut	exclude	French internaute one dropped-e away, must stay correctable
internets	exclude	jocular nonstandard plural; blocks internes/internet corrections
interpreter	exclude	French interpreter with the accent dropped, a common verb that must stay correctable
interroupt	exclude	misspelling of interrupt, must stay correctable
interrumpt	exclude	misspelling of interrupt, must stay correctable
ioe	exclude	nonce acronym
ioes	exclude	acronym-plural debris
ipam	exclude	niche network-management acronym typed uppercase
